"QKEY","F_GENDER","JOKE1_W74","CANCUL1_W74"
201701703253,2,1,1
201701703595,2,2,1
201701703765,2,2,2
201701704174,1,2,1
201701706120,2,1,1
201701706411,1,1,1
201701706522,2,1,1
201701707240,1,2,2
201701707483,1,1,1
201701708038,2,2,2
201701708598,1,2,2
201701708677,1,2,2
201701709488,1,1,1
201701710347,2,2,2
201701710900,1,2,2
201701711606,1,2,2
201701711715,1,2,2
201701713004,1,1,1
201701713214,1,1,1
201701713877,1,2,2
201701714612,1,1,1
201701715235,2,1,1
201701715293,1,1,1
201701715644,2,1,1
201701715648,1,2,2
201701716103,1,2,2
201701716173,2,2,1
201701716802,1,2,1
201701717168,1,2,1
201701717772,2,1,1
201701717806,1,1,2
201701719046,1,2,2
201701719226,2,2,1
201701720287,1,1,2
201701720565,1,1,1
201701720640,2,1,1
201701721305,2,1,2
201701721736,1,1,1
201701722580,1,2,2
201701722944,1,2,2
201701723451,2,2,2
201701723640,1,2,2
201701724109,2,1,1
201701724122,2,1,1
201701724208,1,2,2
201701724617,1,2,2
201701725053,2,1,1
201701725198,1,2,2
201701725307,1,2,2
201701725880,1,2,2
201701726110,1,2,2
201701726155,1,2,1
201701726912,1,2,2
201701727296,2,2,2
201701727498,1,1,1
201701728224,2,1,1
201701728644,2,1,1
201701729596,1,1,1
201701730197,2,1,2
201701730250,1,1,2
201701730532,1,1,1
201701730585,2,1,1
201701730768,2,1,1
201701730879,2,2,2
201701731382,2,2,1
201701732250,1,1,2
201701732371,1,2,2
201701732803,1,2,1
201701734148,1,1,1
201701734489,2,2,1
201801000048,2,99,1
201801000097,2,2,2
201801000099,2,2,2
201801000154,2,1,1
201801000162,2,2,2
201801000195,1,99,2
201801000202,2,2,1
201801000240,1,2,2
201801000419,2,2,1
201801000687,2,2,1
201801000754,2,2,1
201801000863,2,2,1
201801000924,2,2,1
201801000954,1,2,2
201801001116,2,2,2
201801001121,2,2,1
201801001147,2,1,1
201801001158,2,1,1
201801001376,1,2,2
201801001456,2,1,2
201801001499,1,2,2
201801001857,2,1,1
201801001958,2,2,1
201801001977,1,2,1
201801002088,2,1,1
201801002212,2,1,1
201801002222,2,2,1
201801002238,2,1,1
201801002268,2,1,2
201801002372,1,1,1
201801002435,2,2,2
201801002494,1,2,2
201801002764,2,2,2
201801002768,2,1,1
201801002809,1,2,1
201801002837,2,2,1
201801002884,1,1,1
201801002962,1,2,2
201801002992,2,2,1
201801003162,1,2,1
201801003712,2,1,1
201801003838,1,99,1
201801003867,2,1,1
201801004012,2,2,1
201801004035,2,2,2
201801004146,1,2,2
201801004166,2,2,1
201801004255,2,2,2
201801004314,2,1,1
201801004432,1,1,1
201801004640,2,1,1
201801004898,2,1,2
201801004944,2,2,1
201801005038,2,2,2
201801005071,2,2,1
201801005075,2,1,2
201801005158,2,1,1
201801005161,2,1,2
201801005182,1,1,2
201801005441,2,2,1
201801005483,2,1,1
201801005624,2,2,1
201801005675,1,2,2
201801005705,2,1,1
201801005861,2,2,1
201801005905,1,2,1
201801006132,2,2,2
201801006259,2,2,1
201801006294,2,2,2
201801006306,2,2,1
201801006376,1,2,2
201801006487,2,1,1
201801006537,2,1,1
201801006549,2,1,1
201801006552,2,2,2
201801006666,2,1,2
201801006703,2,2,1
201801006729,2,2,1
201801007023,2,1,1
201801007077,2,2,1
201801007113,1,2,2
201801007201,2,2,2
201801007249,2,1,2
201801007426,1,1,1
201801007441,2,2,2
201801007475,2,2,1
201801007526,2,2,1
201801007527,2,1,1
201801007568,2,1,1
201801007627,2,1,1
201801007690,2,1,1
201801007712,2,1,1
201801007785,2,1,2
201801007792,2,2,1
201801007859,1,2,2
201801007892,2,2,2
201801007933,1,2,1
201801008026,2,2,2
201801008133,2,1,1
201801008202,1,1,1
201801008227,2,2,2
201801008286,1,2,1
201801008363,1,2,2
201801008522,2,2,1
201801008718,2,99,1
201801008745,1,2,1
201801008759,2,2,2
201801008997,2,2,1
201801009064,1,2,2
201801009096,1,1,1
201801009112,1,1,1
201801009141,2,1,1
201801009189,1,1,1
201801009233,1,2,1
201801009301,2,2,2
201801009560,2,2,1
201801009655,2,1,1
201801010296,2,1,1
201801010404,1,2,1
201801010444,1,2,1
201801010446,1,1,1
201801010469,2,1,1
201801010530,2,1,2
201801010543,2,2,1
201801010864,2,1,1
201801010875,1,1,2
201801010883,2,2,2
201801010934,2,2,2
201801010939,1,2,2
201801010976,2,1,1
201801011030,1,1,1
201801011032,2,1,1
201801011072,1,1,1
201801011139,1,1,1
201801011142,1,2,2
201801011170,1,1,1
201801011187,2,1,1
201801011196,1,2,2
201801011224,2,2,2
201801011274,1,2,1
201801011390,2,2,2
201801011503,2,1,1
201801011633,2,1,1
201801011790,2,1,1
201801011805,2,1,1
201801011816,2,1,1
201801011929,1,2,2
201801011936,1,1,2
201801011949,2,1,1
201801012248,2,2,1
201801012339,1,1,2
201801012399,2,1,1
201801012476,1,1,1
201801012477,2,2,2
201801012539,2,2,2
201801012544,1,2,1
201801012563,1,1,1
201801012568,1,2,2
201801012654,2,2,1
201801012666,1,1,1
201801012704,1,2,2
201801012727,2,2,2
201801012748,1,2,1
201801012794,2,1,1
201801012862,1,1,1
201801012890,1,1,1
201801012915,2,2,1
201801012918,2,1,2
201801012957,2,1,2
201801013132,2,1,1
201801013161,1,2,1
201801013184,1,2,1
201801013189,1,1,1
201801013339,1,1,1
201801013491,2,1,1
201801013712,2,1,1
201801013841,2,2,2
201801013929,1,1,1
201801014090,1,99,1
201801014195,2,2,1
201801014202,1,2,1
201801014234,2,1,1
201801014285,2,1,1
201801014390,2,2,1
201801014577,1,2,2
201801014578,2,2,2
201801014647,1,2,2
201801014745,2,1,1
201801014949,2,1,1
201801015016,2,2,2
201801015472,2,1,1
201801015500,1,2,1
201801015522,2,1,1
201801015542,2,2,2
201801015620,2,2,1
201801015624,2,1,2
201801015646,2,2,2
201801015651,1,2,2
201801015658,2,2,2
201801015726,2,1,1
201801015746,1,1,1
201801015839,2,2,1
201801016016,1,2,1
201801016020,1,2,1
201801016120,2,1,1
201801016180,2,2,2
201801016382,2,2,2
201801016443,2,2,2
201801016496,1,1,1
201801016520,1,2,2
201801016563,1,1,1
201801016589,1,1,1
201801016606,1,2,1
201801016638,1,2,1
201801016724,1,2,2
201801016762,2,2,2
201801016774,2,1,1
201801016838,1,2,1
201801016848,2,1,1
201801016880,1,1,1
201801017037,2,2,1
201801017060,1,2,1
201801017081,2,2,1
201801017096,1,2,2
201801017228,2,1,1
201801017237,1,1,1
201801017247,1,2,1
201801017407,2,1,1
201801017416,2,2,1
201801017422,2,1,1
201801017429,1,2,2
201801017490,1,2,1
201801017510,1,1,1
201801017551,2,2,1
201801017602,2,2,1
201801017742,1,2,2
201801017893,2,2,1
201801017913,2,1,1
201801017914,1,2,2
201801017974,2,1,1
201801018024,1,2,1
201801018046,2,1,2
201801018142,1,1,1
201801018182,1,2,1
201801018360,2,1,1
201801018472,2,2,1
201801018600,2,1,1
201801018678,2,1,1
201801018706,2,2,1
201801018787,1,2,2
201801018863,2,1,1
201801018888,1,1,1
201801018913,2,1,1
201801019064,1,1,1
201801019118,2,1,1
201801019125,2,2,2
201801019145,2,2,1
201801019166,1,2,2
201801019314,2,2,2
201801019357,1,1,1
201801019417,1,1,1
201801019458,2,2,2
201801019537,2,2,1
201801019588,2,2,1
201801019645,2,1,1
201801019707,2,1,1
201801019747,2,1,2
201801019778,2,2,1
201801019802,2,1,2
201801019873,1,2,2
201801019889,1,2,2
201801019984,1,1,1
201801020031,2,2,2
201801020088,2,2,2
201801020091,2,1,2
201801020160,1,1,2
201801020170,2,2,1
201801020290,1,2,1
201801020386,1,2,1
201801020446,1,1,1
201801020566,1,2,2
201801020611,2,2,1
201801020891,2,1,2
201801020928,1,2,2
201801020976,2,2,1
201801020998,2,2,1
201801021001,2,2,1
201801021110,2,1,1
201801021113,1,1,1
201801021210,2,2,2
201801021315,1,1,1
201801021352,1,1,1
201801021421,2,2,1
201801021438,1,1,1
201801021448,1,2,1
201801021467,1,99,1
201801021571,2,2,2
201801021693,2,2,1
201801021817,1,1,1
201801021986,1,2,1
201801022067,1,1,1
201801022091,2,2,1
201801022099,1,2,2
201801022194,1,2,1
201801022207,2,2,2
201801022262,2,2,1
201801022366,2,1,1
201801022399,2,2,2
201801022406,2,2,2
201801022520,1,2,1
201801022552,2,1,1
201801022649,1,2,1
201801022661,2,1,1
201801022692,2,1,1
201801022725,2,1,1
201801022862,1,2,2
201801023124,2,2,2
201801023145,2,1,1
201801023224,1,2,2
201801023469,2,2,1
201801023479,2,2,2
201801023660,1,2,1
201801023702,1,1,1
201801023720,2,1,2
201801023731,1,2,2
201801023767,1,99,1
201801023861,2,1,1
201801023941,2,2,2
201801023944,2,1,1
201801023984,2,2,2
201801024051,1,2,1
201801024090,1,2,2
201801024092,1,1,1
201801024120,2,1,1
201801024170,2,1,2
201801024212,2,2,2
201801024214,2,1,1
201801024229,1,1,1
201801024233,1,2,2
201801024284,2,2,1
201801024384,2,1,1
201801024628,2,1,2
201801024892,2,1,1
201801024920,2,1,2
201801024944,2,2,2
201801024990,2,1,1
201801025064,2,2,2
201801025078,2,1,1
201801025089,1,1,2
201801025119,2,1,1
201801025120,1,1,1
201801025149,2,1,1
201801025294,1,1,1
201801025303,2,1,2
201801025335,2,1,1
201801025382,2,1,1
201801025396,2,2,2
201801025409,1,2,2
201801025482,2,2,2
201801025548,2,2,2
201801025601,2,1,2
201801025673,2,2,1
201801025692,2,2,1
201801025725,1,2,1
201801025815,2,1,2
201801025817,2,2,1
201801025873,2,1,2
201801025928,1,1,2
201801025941,2,1,1
201801026068,2,2,2
201801026107,2,2,2
201801026220,1,1,1
201801026228,1,2,1
201801026273,2,2,1
201801026461,1,2,1
201801026547,1,1,1
201801026612,2,1,1
201801026658,2,1,2
201801026687,2,1,1
201801026702,1,2,1
201801026736,2,1,2
201801026776,2,2,1
201801026804,1,1,2
201801026994,1,2,1
201801027066,2,1,1
201801027120,1,2,1
201801027281,1,1,1
201801027461,1,2,2
201801027526,2,2,2
201801027652,1,2,2
201801027665,1,1,2
201801027867,2,2,2
201801027874,2,2,1
201801027894,2,2,1
201801027914,2,1,1
201801027946,1,2,2
201801027954,1,2,1
201801027958,2,2,1
201801028005,2,1,1
201801028040,1,1,2
201801028047,2,2,1
201801028082,1,2,1
201801028152,1,1,1
201801028171,2,1,1
201801028284,2,2,1
201801028345,2,1,1
201801028536,1,1,2
201801028556,2,1,1
201801028630,1,1,2
201801028677,2,2,1
201801028719,2,2,2
201801028720,2,2,1
201801028729,2,2,1
201801028756,1,1,1
201801028812,1,2,2
201801028853,1,1,1
201801028869,2,2,2
201801028877,1,2,2
201801028885,2,1,1
201801029055,2,2,2
201801029056,2,2,1
201801029095,2,1,1
201801029241,2,1,1
201801029259,2,1,1
201801029389,2,1,1
201801029569,2,2,2
201801029633,2,2,1
201801029679,2,1,1
201801029773,2,2,1
201801029858,2,1,1
201801029860,2,1,1
201801029887,1,2,2
201801029985,1,2,2
201801030104,2,2,1
201801030142,1,2,1
201801030278,2,2,1
201801030467,2,2,2
201801030609,1,2,1
201801030612,1,2,1
201801030635,2,1,2
201801030712,2,1,1
201801030717,2,1,1
201801030770,2,1,2
201801030827,1,2,2
201801030843,2,2,1
201801030954,1,1,1
201801030986,2,1,1
201801031124,2,2,1
201801031172,2,2,1
201801031427,1,1,1
201801031442,1,1,1
201801031465,2,1,1
201801031471,1,1,2
201801031509,2,1,1
201801031591,1,2,1
201801031594,2,2,1
201801031827,1,1,2
201801031969,1,2,2
201801031971,1,1,1
201801031979,1,1,1
201801032021,2,1,1
201801032024,1,2,2
201801032061,2,2,1
201801032119,2,2,2
201801032455,2,1,1
201801032528,1,1,2
201801032535,2,1,1
201801032543,2,1,1
201801032559,2,1,1
201801032635,2,2,2
201801032699,2,1,2
201801032767,2,1,1
201801032779,1,2,2
201801032876,2,2,1
201801032936,1,2,1
201801032954,2,2,2
201801032970,2,1,1
201801033049,2,1,1
201801033050,2,2,2
201801033063,2,1,1
201801033070,2,1,1
201801033072,2,1,1
201801033150,1,1,1
201801033515,1,1,1
201801033541,2,1,1
201801033554,1,1,2
201801033662,1,1,1
201801033756,1,2,1
201801033760,2,1,1
201801033902,2,1,1
201801034031,2,1,1
201801034185,2,2,1
201801034187,2,1,1
201801034250,2,1,1
201801034285,1,2,1
201801034336,2,1,1
201801034414,1,2,2
201801034451,2,2,1
201801034476,2,2,1
201801034565,2,99,1
201801034566,2,1,2
201801034748,2,2,2
201801034777,2,1,1
201801034999,2,1,1
201801035054,2,2,1
201801035061,1,2,2
201801035067,2,1,1
201801035081,2,1,1
201801035140,2,1,1
201801035247,2,1,1
201801035287,1,2,1
201801035306,1,2,2
201801035347,2,2,1
201801035385,1,2,1
201801035431,2,1,2
201801035461,2,1,1
201801035654,2,1,1
201801035717,1,2,1
201801035731,2,1,1
201801035841,2,2,1
201801035872,2,99,1
201801035941,2,2,1
201801036052,2,2,2
201801036080,1,1,1
201801036208,2,1,1
201801036271,1,1,1
201801036295,2,2,2
201801036328,2,2,1
201801036388,2,1,1
201801036406,2,1,1
201801036410,2,2,1
201801036436,2,1,1
201801036523,2,2,1
201801036666,1,2,2
201801036697,2,1,1
201801036785,2,1,1
201801036849,2,1,1
201801036860,2,2,1
201801036896,2,1,1
201801036941,1,2,1
201801037008,2,1,1
201801037020,2,1,2
201801037041,1,2,2
201801037074,1,1,1
201801037188,1,2,2
201801037243,2,1,1
201801037316,2,2,2
201801037388,1,2,1
201801037448,1,1,1
201801037602,1,1,1
201801037654,2,1,1
201801037657,2,1,1
201801037812,1,1,1
201801037837,2,1,1
201801037906,2,2,2
201801037927,1,2,2
201801037976,2,2,1
201801037987,1,1,1
201801038148,1,2,1
201801038195,1,1,1
201801038399,2,1,1
201801038439,2,2,1
201801038456,1,1,1
201801038502,2,1,1
201801038745,2,2,2
201801038801,2,1,1
201801038840,1,1,1
201801038855,2,2,1
201801038861,1,1,1
201801038950,2,2,1
201801038998,2,2,1
201801039030,2,1,1
201801039165,2,2,2
201801039197,2,2,1
201801039318,2,1,1
201801039472,1,1,1
201801039483,1,1,1
201801039531,1,2,2
201801039611,2,1,1
201801039637,1,2,2
201801039676,1,1,1
201801039705,2,2,2
201801039744,2,1,1
201801039760,2,2,2
201801039912,2,1,1
201801040000,1,1,1
201801040152,1,2,1
201801040193,2,99,1
201801040275,2,1,1
201801040306,1,1,1
201801040318,2,1,1
201801040533,2,2,1
201801040575,1,1,1
201801040791,2,1,1
201801040829,1,1,1
201801040959,2,2,1
201801041113,2,1,2
201801041130,1,1,1
201801041187,2,1,1
201801041193,2,1,1
201801041229,2,1,1
201801041238,2,1,1
201801041261,1,2,2
201801041371,1,1,1
201801041497,1,2,1
201801041549,1,2,1
201801041660,2,1,1
201801041677,1,1,2
201801041685,2,1,2
201801041744,2,2,1
201801041753,1,1,1
201801041912,2,1,1
201801041970,2,1,1
201801041984,2,2,1
201801042039,1,2,2
201801042057,2,2,2
201801042161,1,1,1
201801042198,1,2,2
201801042236,1,1,2
201801042303,2,1,1
201801042319,2,1,1
201801042343,1,2,2
201801042352,1,1,1
201801042383,2,1,1
201801042439,2,1,1
201801042508,2,1,1
201801042514,2,1,1
201801042702,1,1,1
201801042771,2,1,1
201801042867,1,1,1
201801042885,1,1,1
201801042910,1,1,1
201801042973,1,99,1
201801043078,1,1,1
201801043101,1,1,1
201801043151,2,2,2
201801043166,2,1,1
201801043189,2,2,1
201801043197,2,1,1
201801043200,2,1,2
201801043219,2,2,1
201801043268,2,99,1
201801043276,1,99,2
201801043289,2,1,1
201801043371,1,1,2
201801043428,1,1,1
201801043463,1,2,2
201801043486,2,1,1
201801043489,2,1,1
201801043494,1,2,1
201801043518,1,1,1
201801043580,1,1,1
201801043633,2,1,1
201801043637,2,1,1
201801043713,2,1,1
201801043781,1,1,1
201801043787,1,1,1
201801043842,2,2,1
201801043870,2,2,2
201801043915,1,1,1
201801043917,2,2,1
201801043970,1,2,1
201801043987,2,2,1
201801044139,2,2,1
201801044170,1,99,2
201801044195,2,2,2
201801044240,2,2,1
201801044339,1,2,2
201801044367,2,2,1
201801044413,2,1,1
201801044573,1,1,1
201801044585,2,2,1
201801044693,1,1,1
201801044707,2,1,2
201801044712,2,2,2
201801044777,1,2,1
201801044778,2,2,1
201801044858,2,1,1
201801044861,2,2,2
201801044875,2,2,1
201801044917,1,2,2
201801045109,1,2,2
201801045216,2,1,1
201801045366,2,2,1
201801045369,1,2,2
201801045374,2,1,1
201801045415,1,1,1
201801045451,2,2,2
201801045516,2,2,1
201801045534,2,2,2
201801045581,1,1,1
201801045718,2,2,2
201801045776,2,2,1
201801045918,2,2,2
201801046063,1,2,1
201801046152,1,1,2
201801046154,1,1,1
201801046174,2,2,1
201801046194,2,1,1
201801046279,1,2,2
201801046325,2,2,1
201801046371,1,2,2
201801046472,2,2,1
201801046706,2,1,1
201801046746,1,2,1
201801046811,2,1,2
201801046833,2,2,1
201801046869,2,2,1
201801046930,2,1,1
201801046937,1,1,1
201801046952,2,1,1
201801046965,1,2,1
201801046970,1,2,2
201801046993,2,1,1
201801047050,2,1,1
201801047064,2,1,1
201801047080,2,2,2
201801047097,2,2,1
201801047115,2,2,1
201801047132,2,2,1
201801047200,1,1,1
201801047223,2,2,1
201801047312,1,2,2
201801047406,1,2,2
201801047453,2,2,1
201801047547,2,2,1
201801047559,2,2,2
201801047560,2,1,1
201801047570,1,1,1
201801047608,2,1,2
201801047656,2,1,1
201801047657,2,2,2
201801047913,2,2,2
201801047914,1,2,1
201801047975,1,2,1
201801047992,1,2,1
201801048045,1,2,2
201801048071,1,2,1
201801048111,1,2,1
201801048123,2,1,1
201801048162,1,2,2
201801048193,2,2,2
201801048403,2,2,1
201801048420,2,1,1
201801048487,2,1,1
201801048506,1,2,1
201801048507,2,1,1
201801048596,2,1,1
201801048646,1,1,1
201801048648,2,2,1
201801048656,1,1,1
201801048693,2,1,1
201801048804,2,1,1
201801048862,1,2,1
201801048872,2,2,1
201801048902,2,1,2
201801048936,1,1,1
201801048937,2,1,1
201801048954,2,2,1
201801048964,1,1,1
201801049059,1,2,2
201801049107,2,2,2
201801049162,2,2,1
201801049229,2,1,1
201801049370,2,1,1
201801049419,2,1,2
201801049501,2,2,2
201801049572,1,1,1
201801049658,2,1,1
201801049840,2,1,1
201801049850,1,1,1
201801049929,2,1,1
201801049985,2,1,1
201801049992,2,1,1
201801050090,2,1,1
201801050113,2,1,2
201801050145,2,1,1
201801050166,2,2,2
201801050303,2,2,2
201801050331,2,1,1
201801050610,1,1,1
201801050627,2,1,1
201801050673,2,2,1
201801050721,1,2,2
201801050757,2,2,2
201801050786,2,2,1
201801050789,2,1,1
201801050799,1,1,1
201801050928,1,1,2
201801051067,2,1,1
201801051122,2,2,2
201801051207,2,1,1
201801051220,2,99,2
201801051240,2,2,2
201801051365,2,1,1
201801051368,2,2,1
201801051392,2,2,2
201801051400,2,1,1
201801051515,2,1,1
201801051537,2,1,1
201801051627,2,1,1
201801051753,2,2,2
201801051852,1,2,2
201801051868,1,2,2
201801051939,2,1,1
201801052005,2,1,1
201801052015,2,1,1
201801052144,2,2,1
201801052466,2,2,1
201801052484,2,1,1
201801052505,2,1,1
201801052674,2,1,2
201801052774,2,1,1
201801052775,1,2,1
201801052786,2,1,1
201801052791,2,2,1
201801052867,2,1,1
201801052874,1,2,2
201801052965,2,2,1
201801052974,2,2,1
201801053033,2,1,1
201801053062,1,1,1
201801053254,2,1,1
201801053283,1,1,2
201801053305,2,1,1
201801053306,2,2,2
201801053525,2,1,1
201801053586,1,1,2
201801053609,1,2,2
201801053622,2,1,1
201801053650,2,1,1
201801053985,1,2,1
201801054001,2,2,1
201801054003,1,1,1
201801054072,1,1,1
201801054155,2,1,1
201801054260,2,1,1
201801054294,2,2,1
201801054379,2,1,1
201801054430,2,1,1
201801054512,2,1,1
201801054518,2,1,1
201801054534,2,1,1
201801054593,1,1,1
201801054610,2,1,2
201801054626,2,2,2
201801054631,1,1,1
201801054667,1,2,1
201801054672,1,1,1
201801054679,2,1,1
201801054801,2,1,1
201801054864,1,2,2
201801054894,2,2,2
201801054903,2,1,2
201801054931,2,1,1
201801054932,1,1,1
201801054942,1,2,2
201801054987,1,2,2
201801054990,2,1,1
201801054991,1,1,1
201801055010,2,2,1
201801055016,2,2,1
201801055171,1,2,1
201801055250,2,2,1
201801055252,2,2,2
201801055263,2,1,1
201801055279,1,2,1
201801055283,2,1,2
201801055311,1,2,2
201801055440,2,1,1
201801055488,2,1,1
201801055579,1,1,1
201801055721,2,2,1
201801056118,1,1,1
201801056161,2,2,1
201801056183,2,1,2
201801056193,1,1,2
201801056246,1,2,2
201801056300,1,2,2
201801056333,1,2,2
201801056352,2,2,1
201801056358,1,1,1
201801056406,2,2,2
201801056428,2,2,1
201801056440,2,2,2
201801056461,2,1,1
201801056491,2,2,1
201801056570,2,1,1
201801056668,2,1,1
201801057037,1,2,2
201801057052,2,1,1
201801057086,2,1,1
201801057183,2,2,1
201801057292,2,1,1
201801057298,2,2,1
201801057325,1,2,1
201801057374,2,1,1
201801057457,1,2,2
201801057535,1,2,2
201801057572,2,2,1
201801057582,1,1,1
201801057695,2,2,2
201801057868,2,1,1
201801057894,1,2,1
201801057928,2,1,1
201801057976,1,2,2
201801058008,2,99,1
201801058036,2,2,2
201801058059,2,1,1
201801058077,1,1,1
201801058144,2,99,1
201801058184,2,2,2
201801058253,2,1,1
201801058477,1,1,1
201801058578,2,1,1
201801058620,1,1,2
201801058653,2,1,2
201801058768,2,1,1
201801058794,2,1,1
201801058836,1,2,2
201801058897,2,2,1
201801058959,2,1,1
201801058996,2,2,1
201801059020,2,2,1
201801059322,2,2,1
201801059332,2,1,1
201801059362,2,1,1
201801059406,1,1,1
201801059412,2,1,2
201801059478,1,1,1
201801059544,2,2,2
201801059584,2,1,1
201801059595,2,2,2
201801059624,2,1,1
201801059738,2,2,2
201801059766,2,1,1
201801059817,1,2,2
201801059876,2,2,1
201801059880,2,2,1
201801059975,1,2,1
201801060084,2,1,1
201801060183,2,2,1
201801060261,2,2,2
201801060308,1,1,1
201801060335,2,2,2
201801060363,2,1,1
201801060415,1,2,2
201801060464,1,1,1
201801060476,2,2,2
201801060501,1,2,2
201801060511,1,2,2
201801060526,1,1,1
201801060563,2,2,1
201801060644,1,2,2
201801060760,2,1,1
201801060775,2,2,1
201801060802,1,1,1
201801060810,1,1,1
201801060817,2,1,2
201801060823,2,1,1
201801060866,2,2,1
201801060898,1,2,1
201801060937,1,2,1
201801060960,2,1,1
201801061021,2,1,2
201801061110,2,1,1
201801061142,1,2,2
201801061168,1,1,1
201801061302,1,2,1
201801061322,2,1,1
201801061331,2,2,2
201801061360,2,2,2
201801061463,1,1,1
201801061516,2,2,1
201801061558,2,1,1
201801061633,2,2,1
201801061713,1,2,2
201801061714,2,1,1
201801061822,2,2,2
201801061838,1,2,2
201801061958,1,2,2
201801061985,1,2,2
201801061991,1,1,2
201801062012,2,2,1
201801062015,1,1,1
201801062051,2,1,2
201801062118,2,1,1
201801062154,2,1,1
201801062221,1,1,1
201801062253,2,2,2
201801062280,2,2,2
201801062297,1,2,2
201801062327,1,1,2
201801062333,2,1,1
201801062334,2,2,2
201801062405,1,2,2
201801062420,2,1,2
201801062465,1,2,2
201801062476,1,1,1
201801062483,2,2,2
201801062486,2,1,1
201801062493,2,2,2
201801062517,2,1,1
201801062543,2,1,1
201801062558,2,1,1
201801062562,2,1,1
201801062571,1,1,1
201801062583,2,2,1
201801062596,2,2,1
201801062676,2,2,2
201801062729,2,2,1
201801062813,2,2,2
201801062847,2,1,1
201801062870,2,2,2
201801062889,1,2,2
201801062894,1,1,2
201801062921,2,1,1
201801062924,2,2,1
201801062946,2,1,2
201801062978,1,1,1
201801062998,2,1,2
201801063000,2,1,1
201801063009,2,1,2
201801063036,1,2,2
201801063038,2,2,2
201801063104,2,1,1
201801063110,2,2,1
201801063118,2,2,2
201801063203,1,2,1
201801063213,2,1,1
201801063225,1,1,1
201801063274,1,1,1
201801063283,1,2,2
201801063305,2,2,1
201801063469,1,2,1
201801063491,1,2,2
201801063504,2,1,1
201801063523,1,2,2
201801063677,2,2,2
201801063759,1,2,2
201801063844,1,2,1
201801063894,2,2,2
201801064024,2,2,2
201801064060,2,1,1
201801064096,2,2,2
201801064106,1,1,1
201801064116,1,2,2
201801064151,2,99,1
201801064193,2,1,1
201801064208,1,2,1
201801064209,2,1,1
201801064352,2,1,1
201801064540,1,1,1
201801064631,2,2,2
201801064718,1,1,2
201801064751,2,2,2
201801064754,2,2,2
201801064877,2,2,2
201801064899,2,2,1
201801064901,2,2,2
201801064913,1,2,2
201801064922,2,2,1
201801064923,2,1,2
201801064970,1,1,2
201801064990,2,2,2
201801065024,2,2,2
201801065093,1,2,1
201801065102,2,1,1
201801065123,2,2,2
201801065189,2,2,2
201801065223,2,1,1
201801065288,1,2,2
201801065451,2,2,1
201801065487,2,2,2
201801065510,1,1,1
201801065525,2,1,2
201801065564,2,1,2
201801065578,2,1,2
201801065593,2,2,2
201801065596,1,1,1
201801065601,2,1,1
201801065668,2,2,1
201801065739,1,2,2
201801065741,1,2,1
201801065890,1,2,2
201801065919,2,1,1
201801066027,2,2,2
201801066053,1,2,1
201801066109,2,1,2
201801066251,1,2,2
201801066275,2,2,2
201801066314,1,2,2
201801066318,1,1,1
201801066362,1,2,2
201801066404,1,2,2
201801066434,2,1,1
201801066449,1,1,1
201801066530,1,2,2
201801066549,2,2,2
201801066565,1,1,2
201801066594,2,2,2
201801066637,1,2,1
201801066642,2,1,1
201801066673,1,1,1
201801066779,2,1,1
201801066821,1,1,1
201801066824,1,2,1
201801066858,2,2,1
201801066860,2,1,1
201801066901,2,2,2
201801066904,2,2,2
201801066920,2,1,1
201801066924,2,1,1
201801066936,2,1,1
201801066948,1,2,2
201801066975,1,2,2
201801066988,1,1,1
201801067021,2,2,2
201801067037,1,1,1
201801067082,2,1,1
201801067117,1,1,1
201801067154,2,2,2
201801067185,2,2,2
201801067209,1,2,2
201801067241,1,1,1
201801067288,2,1,1
201801067349,2,1,1
201801067366,1,2,2
201801067412,2,1,1
201801067428,2,1,1
201801067429,2,1,1
201801067455,2,2,2
201801067478,1,2,1
201801067507,2,2,2
201801067608,2,2,1
201801067655,2,2,2
201801067784,2,2,2
201801067786,2,2,2
201801067788,2,2,1
201801067793,1,2,2
201801067856,1,2,1
201801067912,1,1,1
201801067930,1,2,1
201801067990,1,2,2
201801068009,2,1,1
201801068056,1,2,2
201801068069,2,1,1
201801068263,1,2,2
201801068270,2,2,2
201801068360,2,1,1
201801068450,2,1,1
201801068481,1,2,2
201801068603,1,2,2
201801068635,2,2,2
201801068636,2,2,1
201801068669,2,1,2
201801068715,1,2,2
201801068732,2,1,2
201801068736,2,2,2
201801068784,2,2,1
201801069017,2,2,1
201801069022,2,1,1
201801069121,2,2,1
201801069122,2,1,1
201801069222,1,2,2
201801069434,2,1,2
201801069441,1,1,2
201801069447,2,1,1
201801069482,2,1,1
201801069511,1,2,2
201801069540,1,2,1
201801069577,2,2,2
201801069578,2,1,1
201801069656,2,1,2
201801069734,1,2,2
201801069769,2,2,1
201801069783,1,1,1
201801069803,1,2,2
201801069877,2,2,2
201801069883,2,1,2
201801069894,2,1,1
201801069954,1,1,1
201801069991,2,2,1
201801069995,2,2,1
201801070144,2,1,1
201801070175,1,2,1
201801070178,2,1,1
201801070185,2,2,2
201801070194,2,1,1
201801070285,2,2,1
201801070376,2,2,1
201801070397,1,2,1
201801070404,2,1,1
201801070416,2,2,2
201801070419,1,2,1
201801070459,2,1,1
201801070466,2,2,1
201801070495,2,1,1
201801070547,2,1,1
