"qkey","education","division","ideology","gender","race","cancul1","crimsent","weight_w92"
201801060261,"High School Graduate","Pacific","Liberal","Woman","Hispanic","Punish","Too little time",0.585794131489401
201801060335,"Some College","New England","Very Conservative","Woman","White","Punish","About the right amount",1.72257251137865
201801060363,"Some College","Pacific","Very Liberal","Woman","White","Accountable","Too much time",0.66060580539638
201801060415,"Postgraduate","Pacific","Moderate","Man","White","Punish","Too little time",0.194353543716099
201801060464,"Associate's Degree","Pacific","Moderate","Man","Asian","Accountable","Too much time",0.807566344312527
201801060511,"High School Graduate","New England","Moderate","Man","White","Punish","About the right amount",8.0367089863816
201801060526,"Some College","New England","Very Liberal","Man","White","Accountable","About the right amount",0.691874087591209
201801060644,"Some College","New England","Conservative","Man","White","Punish","About the right amount",0.907778716169452
201801060760,"Some College","New England","Very Liberal","Woman","White","Accountable","Too much time",0.743399598923299
201801060775,"College graduate","New England",NA,"Woman","White","Accountable","About the right amount",2.22860969410196
201801060802,"High School Graduate","New England","Liberal","Man","Other","Accountable","Too much time",6.30405355994339
201801060810,"Postgraduate","New England","Liberal","Man","White","Accountable","Too much time",0.46781917212587
201801060817,"College graduate","Middle Atlantic","Very Liberal","Woman","White","Punish","Too much time",1.57561074026135
201801060823,"College graduate","New England","Liberal","Woman","White","Accountable","Too little time",0.44510996937098
201801060866,"Postgraduate","New England","Liberal","Woman","White","Accountable","Too little time",0.604166166803399
201801060898,"High School Graduate","New England","Moderate","Man","White","Accountable","Too little time",2.58522681700362
201801060937,"Postgraduate","New England","Liberal","Man","White","Accountable","Too little time",0.536694948154748
201801060960,"Postgraduate","New England","Liberal","Woman","White","Accountable","About the right amount",0.439195055728562
201801061021,"College graduate","New England","Moderate","Woman","Other","Punish","Too little time",0.539988885974324
201801061142,"College graduate","New England","Conservative","Man","White","Punish","About the right amount",1.76312548659963
201801061168,"College graduate","New England","Very Liberal","Man","White","Accountable","Too much time",1.34245649854653
201801061302,"Postgraduate","Middle Atlantic","Conservative","Man","Asian","Accountable","Too much time",0.668125020029293
201801061322,"College graduate","Middle Atlantic","Very Liberal","Woman","White","Accountable","About the right amount",0.55838309877851
201801061325,"Some College","Middle Atlantic","Conservative","Woman","White",NA,"About the right amount",0.774852175420077
201801061331,"Some College","Middle Atlantic","Conservative","Woman","White","Punish","Too little time",0.482934153489591
201801061360,"Associate's Degree","Middle Atlantic","Moderate","Woman","White","Punish","About the right amount",1.09717996640083
201801061463,"Some College","Middle Atlantic","Very Liberal","Man","White","Accountable","Too much time",0.803721236460262
201801061516,"College graduate","Middle Atlantic","Moderate","Woman","Asian","Accountable","Too little time",3.54289009254414
201801061558,"Postgraduate","New England","Moderate","Woman","White","Accountable","About the right amount",0.463084488705678
201801061613,"College graduate","Middle Atlantic","Liberal","Woman","White",NA,"About the right amount",0.89297977687171
201801061623,"Postgraduate","Middle Atlantic","Moderate","Woman","White",NA,"About the right amount",0.331646742077763
201801061633,"Some College","South Atlantic","Moderate","Woman","Black","Accountable","About the right amount",1.45688346135613
201801061713,"Some College","Middle Atlantic","Conservative","Man","White","Punish","Too much time",0.786467643948876
201801061714,"High School Graduate","Middle Atlantic","Very Liberal","Woman","Asian","Accountable","About the right amount",6.46647253392977
201801061822,"High School Graduate","Middle Atlantic","Moderate","Woman","White","Punish","Too little time",0.517772745832485
201801061838,"Some College","Middle Atlantic","Conservative","Man","White","Punish","Too little time",0.643949029186432
201801061958,"Associate's Degree","Middle Atlantic","Conservative","Man","White","Punish","Too little time",0.279549384792287
201801061985,"Some College","Middle Atlantic","Conservative","Man","White","Punish","Too little time",1.46299978943764
201801061991,"Some College","South Atlantic","Conservative","Man","White","Punish","Too little time",0.682060315558437
201801062012,"Associate's Degree","Middle Atlantic","Conservative","Woman","White","Accountable","Too little time",0.606706620207838
201801062015,"College graduate","Middle Atlantic","Moderate","Man","White","Accountable","About the right amount",0.288922610142804
201801062051,"College graduate","Middle Atlantic","Very Conservative","Woman","White","Punish","Too little time",0.388176673146929
201801062118,"Associate's Degree","Middle Atlantic","Liberal","Woman","White","Accountable",NA,0.481709293541285
201801062154,"College graduate","Middle Atlantic","Very Liberal","Woman","White","Accountable","Too much time",0.31994954042987
201801062221,"High School Graduate","Middle Atlantic","Very Liberal","Man","White","Accountable","Too much time",7.56349613517585
201801062253,"Some College","Middle Atlantic","Conservative","Woman","White","Punish","Too little time",0.385232708855626
201801062280,"High School Graduate","Middle Atlantic","Conservative","Woman","White","Punish","About the right amount",0.961362732599664
201801062297,"High School Graduate","Middle Atlantic","Conservative","Man","White","Punish","Too little time",1.16333875146236
201801062327,"Some College","Middle Atlantic","Moderate","Man","White","Punish","Too much time",2.33089418589693
201801062333,"Some College","Middle Atlantic","Conservative","Woman","White","Accountable","About the right amount",0.643329965891566
201801062334,"High School Graduate","Middle Atlantic","Conservative","Woman","White","Punish","About the right amount",5.9359718817118
201801062405,"Postgraduate","Middle Atlantic","Conservative","Man","White","Punish","Too little time",0.634803161955875
201801062420,"High School Graduate","Middle Atlantic","Moderate","Woman","White","Punish","Too much time",0.980517285657574
201801062476,"Some College","Middle Atlantic","Moderate","Man","White","Accountable","About the right amount",1.23223501544904
201801062486,"Postgraduate","Middle Atlantic","Liberal","Woman","White","Accountable","Too much time",0.414914311832018
201801062493,"Postgraduate","Middle Atlantic","Conservative","Woman","White","Punish","Too little time",0.400060034315107
201801062543,"Postgraduate","Middle Atlantic","Very Liberal","Woman","White","Accountable","Too much time",0.256532206868169
201801062562,"Postgraduate","Middle Atlantic","Liberal","Woman","White","Accountable","Too much time",0.471225350212658
201801062571,"Some College","Middle Atlantic","Liberal","Man","White","Accountable","About the right amount",0.483653981444386
201801062596,"Associate's Degree","Middle Atlantic","Moderate","Woman","White","Accountable","Too little time",2.00000503165372
201801062676,"College graduate","South Atlantic","Conservative","Woman","White","Punish","Too little time",0.837234605720028
201801062729,"Associate's Degree","South Atlantic","Moderate","Woman","White","Accountable","About the right amount",0.89720695232099
201801062813,"Postgraduate","South Atlantic","Conservative","Woman","White","Punish","Too little time",0.636909246141163
201801062870,"Associate's Degree","South Atlantic","Conservative","Woman","Black","Punish","About the right amount",1.21767293030374
201801062889,"College graduate","South Atlantic","Liberal","Man","White","Punish","Too much time",0.33736897293231
201801062894,"Postgraduate","East North Central","Conservative","Man","White","Punish","Too little time",0.173987577881393
201801062921,"Postgraduate","South Atlantic","Moderate","Woman","Asian","Accountable","Too little time",0.39615172607617
201801062924,"College graduate","South Atlantic","Liberal","Woman","White","Accountable","Too much time",0.40162646853903
201801062946,"College graduate","South Atlantic","Moderate","Woman","White","Punish","About the right amount",0.458283052886171
201801062978,"Some College","South Atlantic","Liberal","Man","White","Accountable","About the right amount",0.626458355671686
201801062998,"College graduate","South Atlantic","Conservative","Woman","White","Punish","Too much time",0.608827177329309
201801063000,"Postgraduate","South Atlantic","Liberal","Woman","White","Accountable","About the right amount",0.570364717511944
201801063009,"Associate's Degree","South Atlantic","Conservative","Woman","White","Punish","About the right amount",0.553590219612448
201801063036,"Associate's Degree","South Atlantic","Conservative","Man","Other","Punish","About the right amount",0.716368163534772
201801063038,"Associate's Degree","South Atlantic","Moderate","Woman","White","Punish","Too much time",1.04611474197346
201801063110,"High School Graduate","South Atlantic","Moderate","Woman","White","Accountable","Too little time",3.08473742665193
201801063118,"College graduate","Middle Atlantic","Very Conservative","Woman","White","Punish","Too little time",0.672073957947597
201801063203,"Postgraduate","South Atlantic","Moderate","Man","White","Accountable","Too little time",0.589055300114676
201801063213,"Postgraduate","South Atlantic","Very Liberal","Woman","White","Accountable","Too much time",0.32153449928808
201801063283,"College graduate","South Atlantic","Conservative","Man","White","Punish","Too little time",0.425061634795741
201801063305,"Postgraduate","South Atlantic","Moderate","Woman","Hispanic","Accountable","About the right amount",0.643038251438263
201801063469,"College graduate","South Atlantic","Moderate","Man","White","Accountable","Too little time",0.573331254563333
201801063491,"College graduate","South Atlantic","Very Conservative","Man","White","Punish","Too little time",0.277034931637267
201801063504,"Some College","South Atlantic","Moderate","Woman","White","Accountable","Too little time",3.42671436510479
201801063677,"College graduate","South Atlantic","Very Conservative","Woman","White","Punish","Too little time",0.426983466952257
201801063689,"College graduate","South Atlantic","Moderate","Woman","White",NA,"Too much time",0.669574703420758
201801063759,"Less Than High School","South Atlantic","Very Conservative","Man","Refused","Punish","Too little time",2.26157474549603
201801063894,"Some College","South Atlantic","Moderate","Woman","White","Punish","About the right amount",0.54848179846682
201801064024,"Associate's Degree","South Atlantic","Moderate","Woman","White","Punish","Too little time",0.386660732677116
201801064096,"College graduate","West South Central","Conservative","Woman","White","Punish","Too little time",0.704145759423377
201801064116,"College graduate","South Atlantic","Moderate","Man","Other","Punish","About the right amount",0.448788689291709
201801064151,"Some College","South Atlantic","Moderate","Woman","White","Accountable","About the right amount",0.345945689335261
201801064193,"Postgraduate","South Atlantic","Moderate","Woman","Refused","Accountable","About the right amount",5.27187914138015
201801064209,"College graduate","South Atlantic","Liberal","Woman","White","Accountable","About the right amount",0.400255663305025
201801064540,"College graduate","South Atlantic","Conservative","Man","White","Accountable","About the right amount",0.359071544255909
201801064631,"College graduate","South Atlantic","Conservative","Woman","White","Punish","Too little time",0.405751100170634
201801064718,"High School Graduate","East South Central","Moderate","Man","Black","Punish","Too much time",3.31851715708104
201801064751,"Postgraduate","East South Central","Moderate","Woman","White","Punish","About the right amount",0.721171603809267
201801064754,"College graduate","East South Central","Conservative","Woman","White","Punish","Too little time",0.435478609499929
201801064877,"Postgraduate","West South Central","Very Conservative","Woman","White","Punish","Too little time",0.636960141244195
201801064899,"Associate's Degree","East South Central","Conservative","Woman","White","Accountable","Too little time",0.351613054324922
201801064901,"Some College","East South Central","Very Conservative","Woman","Other","Punish","Too little time",0.25449178080333
201801064913,"College graduate","East South Central","Moderate","Man","White","Punish","About the right amount",0.613374161875968
201801064922,"College graduate","East South Central","Moderate","Woman","White","Accountable","Too much time",0.422160722157677
201801064923,"College graduate","East South Central","Conservative","Woman","White","Punish","About the right amount",0.692805066617624
201801064970,"Postgraduate","East South Central","Liberal","Man","White","Punish","Too much time",0.324169269130774
201801065024,"Some College","East South Central","Moderate","Woman","White","Punish","Too little time",1.46847939386769
201801065093,"College graduate","East South Central","Very Conservative","Man","Other","Accountable","Too little time",0.319465528901433
201801065102,"College graduate","East South Central","Moderate","Woman","White","Accountable","About the right amount",1.60638912385197
201801065189,"Associate's Degree","East South Central","Very Conservative","Woman","White","Punish","Too little time",1.00393524383299
201801065451,"Some College","East North Central","Moderate","Woman","White","Accountable","Too much time",0.868657587801791
201801065487,"Some College","East North Central","Conservative","Woman","White","Punish","Too little time",0.616677426785291
201801065510,"College graduate","East North Central","Moderate","Man","White","Accountable","Too much time",0.606143289060922
201801065525,"High School Graduate","East North Central",NA,"Woman","Black","Punish","About the right amount",7.88034988268554
201801065564,"Associate's Degree","East North Central","Conservative","Woman","White","Punish","About the right amount",0.595376054408819
201801065578,"Postgraduate","East North Central","Conservative","Woman","White","Punish","About the right amount",0.599189526233792
201801065593,"Associate's Degree","East North Central","Moderate","Woman","White","Punish","Too much time",0.799857697765542
201801065601,"Some College","East North Central","Moderate","Woman","White","Accountable","Too little time",0.736011188817716
201801065739,"Some College","East North Central","Moderate","Man","White","Punish","About the right amount",0.574838187454494
201801065741,"College graduate","East North Central","Conservative","Man","White","Accountable","About the right amount",0.55333549299366
201801065890,"Some College","East North Central","Conservative","Man","White","Punish","Too little time",1.25027568146821
201801065919,"Postgraduate","East North Central","Liberal","Woman","White","Accountable","Too little time",0.922425700152825
201801066027,"Associate's Degree","East North Central","Conservative","Woman","White","Punish","About the right amount",0.378761708185132
201801066109,"High School Graduate","East North Central","Conservative","Woman","White","Punish","About the right amount",1.41318064270435
201801066221,"Associate's Degree","East North Central","Conservative","Woman","White",NA,"Too little time",1.05708919203294
201801066251,"Postgraduate","East North Central","Moderate","Man","White","Punish","Too much time",0.426591265834583
201801066275,"Some College","East South Central","Conservative","Woman","White","Punish","About the right amount",0.758461866759135
201801066314,"High School Graduate","East North Central","Conservative","Man","White","Punish","Too little time",3.66403887443727
201801066362,"Less Than High School","East North Central","Moderate","Man","White","Punish","Too little time",1.4708130174674
201801066373,"Associate's Degree","East North Central","Moderate","Woman","White",NA,"Too little time",0.551062349025376
201801066404,"Some College","East North Central","Conservative","Man","White","Punish","About the right amount",0.608939053785305
201801066434,"Postgraduate","East North Central","Moderate","Woman","Asian","Accountable","Too little time",0.588812110635466
201801066487,"Some College","East North Central","Very Liberal","Other","White","Accountable","Too much time",0.579879888127687
201801066533,"Some College","East North Central",NA,"Woman","White",NA,NA,8.0367089863816
201801066565,"College graduate","East North Central","Moderate","Man","White","Punish","About the right amount",0.383028943947488
201801066594,"Postgraduate","East North Central","Conservative","Woman","White","Punish","About the right amount",0.593222809973858
201801066673,"Some College","East North Central","Moderate","Man","White","Accountable","About the right amount",0.911562405641325
201801066779,"Some College","West North Central","Very Liberal","Woman","White","Accountable","About the right amount",3.14692950123864
201801066821,"Postgraduate","West North Central","Liberal","Man","White","Accountable","About the right amount",0.288700454687263
201801066858,"Associate's Degree","West North Central","Moderate","Woman","White","Accountable","About the right amount",1.11651742319146
201801066860,"College graduate","West North Central","Moderate","Woman","White","Accountable","Too little time",0.5308991336193
201801066901,"Postgraduate","West North Central","Moderate","Woman","White","Punish","Too little time",0.570005083629744
201801066904,"Postgraduate","West North Central","Moderate","Woman","White","Punish","About the right amount",0.192259236535604
201801066920,"College graduate","West North Central","Moderate","Woman","White","Accountable","About the right amount",0.708943202193451
201801066924,"Associate's Degree","West North Central","Very Liberal","Woman","White","Accountable","Too little time",0.512275036147218
201801066948,"Associate's Degree","East North Central","Very Conservative","Man","White","Punish","Too little time",0.88390247614913
201801066975,"High School Graduate","East North Central","Conservative","Man","White","Punish","Too little time",1.71089518758104
201801066988,"Some College","East North Central","Very Liberal","Man","White","Accountable","Too much time",0.512816496766666
201801067021,"College graduate","East North Central","Conservative","Woman","White","Punish","About the right amount",0.707119474187267
201801067037,"College graduate","East North Central","Liberal","Man","White","Accountable","Too much time",0.384002630668833
201801067082,"Some College","East North Central","Moderate","Woman","White","Accountable","Too little time",3.54647251867132
201801067117,"College graduate","East North Central","Liberal","Man","Asian","Accountable","Too much time",0.400089663698852
201801067154,"High School Graduate","East North Central","Moderate","Woman","White","Punish","Too little time",0.626275335913176
201801067209,"College graduate","West North Central","Conservative","Man","White","Punish","Too little time",0.310528015648244
201801067288,"Postgraduate","West North Central","Liberal","Woman","Other","Accountable","About the right amount",0.34696124467961
201801067349,"Some College","West North Central","Conservative","Woman","White","Accountable","Too little time",0.372301437853619
201801067366,"College graduate","West North Central","Conservative","Man","White","Punish","About the right amount",0.499983797381847
201801067428,"College graduate","East North Central","Moderate","Woman","White","Accountable","Too much time",0.58084391060185
201801067429,"Some College","East North Central","Very Liberal","Woman","Asian","Accountable","Too much time",1.95250524833419
201801067455,"Postgraduate","East North Central","Conservative","Woman","White","Punish",NA,0.859342555644387
201801067478,"Some College","East North Central","Conservative","Man","White","Accountable","Too little time",1.05609959827837
201801067608,"High School Graduate","East North Central","Moderate","Woman","White","Accountable","Too much time",1.11525858233675
201801067784,"College graduate","West North Central","Conservative","Woman","White","Punish","Too much time",0.475166189949711
201801067788,"Postgraduate","West North Central","Moderate","Woman","White","Accountable","About the right amount",0.371418382956883
201801067793,"Some College","West North Central","Moderate","Man","White","Punish","Too much time",0.557538326531632
201801067856,"College graduate","West North Central","Moderate","Man","White","Accountable","Too little time",0.564708366766317
201801067930,"College graduate","West North Central","Very Conservative","Man","White","Accountable","Too little time",0.409046325358845
201801067990,"College graduate","West North Central","Conservative","Man","White","Punish","About the right amount",0.579375828070317
201801068005,"Associate's Degree","West North Central","Very Conservative","Man","White",NA,"About the right amount",2.15763926823878
201801068009,"Some College","West North Central","Moderate","Woman","Other","Accountable","About the right amount",0.303614509073266
201801068056,"High School Graduate","West North Central","Very Liberal","Man","White","Punish","Too much time",2.88131471462824
201801068069,"Associate's Degree","West North Central","Moderate","Woman","White","Accountable","About the right amount",0.425746835661352
201801068263,"College graduate","West North Central","Liberal","Man","White","Punish","About the right amount",1.38552099130439
201801068270,"Some College","West North Central","Moderate","Woman","White","Punish","About the right amount",0.528701354627303
201801068360,"Postgraduate","West South Central","Liberal","Woman","Asian","Accountable","Too much time",1.31405087382727
201801068450,"Postgraduate","West South Central","Conservative","Woman","Asian","Accountable","About the right amount",1.06311179009662
201801068603,"Some College","West South Central","Very Conservative","Man","White","Punish","Too little time",0.60659459988152
201801068635,"Some College","West South Central","Very Conservative","Woman","White","Punish","Too little time",0.398468600685534
201801068636,"Some College","West South Central","Very Liberal","Woman","White","Accountable","Too much time",6.77721349495451
201801068669,"High School Graduate","West South Central","Moderate","Woman","White","Punish","About the right amount",1.3969153979212
201801068715,"Postgraduate","West South Central","Very Conservative","Man","White","Punish","Too little time",0.489220906126742
201801068732,"High School Graduate","West South Central","Conservative","Woman","White","Punish","Too much time",0.682422583724275
201801068784,"High School Graduate","West South Central","Moderate","Woman","Other","Accountable","About the right amount",1.22920553634044
201801068820,"High School Graduate","West South Central","Moderate","Man","White",NA,"About the right amount",1.02489445505599
201801068838,"Associate's Degree","West South Central","Liberal","Other","White","Accountable","About the right amount",1.63279204213876
201801069017,"High School Graduate","West South Central","Liberal","Woman","White","Accountable","Too much time",4.78019768341689
201801069022,"Postgraduate","West South Central","Liberal","Woman","White","Accountable","About the right amount",0.571092404568747
201801069121,"High School Graduate","West South Central","Moderate","Woman","White","Accountable","About the right amount",4.22026059218064
201801069122,"Some College","West South Central","Moderate","Woman","White","Accountable","About the right amount",1.00777048930564
201801069222,"Some College","West South Central","Moderate","Man","White","Punish","Too little time",0.824706112213536
201801069434,"Some College","West South Central","Very Liberal","Woman","Hispanic","Punish","Too little time",2.33614721858918
201801069482,"College graduate","West South Central","Moderate","Woman","Hispanic","Accountable","About the right amount",1.85589079061836
201801069511,"High School Graduate","West South Central","Conservative","Man","White","Punish","Too little time",1.48875775313668
201801069540,"Postgraduate","West South Central","Conservative","Man","White","Accountable","Too little time",0.474769212813713
201801069577,"Some College","West South Central","Conservative","Woman","White","Punish","Too little time",1.10472782581385
201801069578,"Associate's Degree","West South Central","Conservative","Woman","Black","Accountable","Too much time",7.43606610864106
201801069656,"Some College","Mountain","Liberal","Woman","Black","Punish","Too much time",0.437166823625025
201801069734,"College graduate","Mountain","Moderate","Man","White","Punish","About the right amount",0.473864241791885
201801069769,"Associate's Degree","Mountain","Moderate","Woman","White","Accountable","About the right amount",0.467357841286366
201801069803,"Associate's Degree","South Atlantic","Moderate","Man","White","Punish","Too much time",2.64796658798895
201801069821,"Some College","Mountain","Very Liberal","Other","White","Accountable","Too much time",1.22893826371306
201801069894,"High School Graduate","Pacific","Moderate","Woman","Asian","Accountable","Too much time",3.28215210464003
201801069954,"High School Graduate","Mountain","Liberal","Man","Hispanic","Accountable","Too much time",3.84023493868028
201801069991,"College graduate","Mountain","Conservative","Woman","White","Accountable","About the right amount",0.498628550235033
201801069995,"Some College","Mountain","Conservative","Woman","White","Accountable","Too much time",0.748063402188311
201801070062,"College graduate","Mountain","Moderate","Man","White",NA,"About the right amount",0.385639409157323
201801070144,"Postgraduate","Mountain","Liberal","Woman","White","Accountable","Too much time",0.914342874034577
201801070175,"High School Graduate","Mountain","Liberal","Man","White","Accountable","About the right amount",5.15354923175678
201801070178,"Some College","Mountain","Very Conservative","Woman","Black","Accountable","About the right amount",1.44567983202079
201801070194,"Associate's Degree","Mountain","Moderate","Woman","White","Accountable","Too little time",0.700538174049874
201801070285,"Postgraduate","Pacific","Liberal","Woman","Hispanic","Accountable","About the right amount",0.221723847556398
201801070376,"Associate's Degree","Pacific","Moderate","Woman","White","Accountable","Too little time",0.471489534971822
201801070397,"Associate's Degree","Pacific","Conservative","Man","Asian","Accountable","Too little time",0.850189859708424
201801070404,"Postgraduate","Pacific","Liberal","Woman","Black","Accountable","Too much time",1.1568619240472
201801070419,"Some College","Pacific","Conservative","Man","Asian","Accountable","About the right amount",2.71437946500094
201801070459,"Some College","Pacific","Liberal","Woman","Asian","Accountable","Too little time",1.09025109193333
201801070466,"Postgraduate","Pacific","Moderate","Woman","Asian","Accountable","About the right amount",0.572704078746466
201801070495,"Some College","Pacific","Liberal","Woman","Other","Accountable","About the right amount",0.216784929410676
201801070547,"College graduate","Pacific","Very Liberal","Woman","Asian","Accountable","Too little time",1.27703693145861
201801070549,"Some College","Pacific","Conservative","Man","White","Punish","Too little time",1.35171799348516
201801070574,"Associate's Degree","Pacific","Moderate","Woman","White","Accountable","About the right amount",0.450299704866553
201801070664,"Postgraduate","Pacific","Conservative","Man","White","Punish","Too little time",0.503538296042072
201801070706,"Some College","Pacific","Conservative","Man","White","Accountable","Too little time",1.50388023682951
201801070745,"College graduate","Pacific","Moderate","Man","Asian","Accountable","Too much time",2.71499589120211
201801070769,"College graduate","Pacific","Moderate","Woman","Asian","Accountable","Too little time",0.905631368376866
201801070942,"Some College","Pacific","Very Conservative","Woman","Other","Punish","About the right amount",1.30669576033897
201801070979,"College graduate","Pacific","Conservative","Man","White","Punish","Too little time",0.457842302936748
201801070984,"College graduate","Pacific","Conservative","Woman","White","Punish","About the right amount",0.744209142863471
201801070996,"Postgraduate","Pacific","Liberal","Woman","Asian","Accountable","Too much time",0.376909874750782
201801071113,"Postgraduate","Pacific","Liberal","Woman","White","Accountable","Too much time",0.666742594032062
201801071146,"High School Graduate","Pacific","Liberal","Woman","Asian","Punish","Too little time",8.0367089863816
201801071154,"Associate's Degree","Pacific","Very Conservative","Man","White","Accountable","About the right amount",0.840077459891524
201801071165,"High School Graduate","Pacific","Liberal","Man","White","Accountable","Too much time",0.961303120572367
201801071199,"High School Graduate","Pacific","Conservative","Woman","White","Punish","Too little time",0.687937619410841
201801071206,"High School Graduate","Pacific","Conservative","Woman","White","Accountable","Too little time",1.15945895576603
201801071240,"College graduate","Pacific","Liberal","Woman","White","Punish","Too little time",1.37206484603271
201801071258,"College graduate","Pacific","Liberal","Woman","White","Accountable","About the right amount",2.20125768475021
201801071284,"Postgraduate","Pacific","Liberal","Woman","White","Accountable","Too much time",0.383936960660111
201801071417,"College graduate","Pacific","Liberal","Man","Asian","Accountable","Too much time",0.734641373478143
201801071436,"Associate's Degree","Pacific","Liberal","Woman","White","Accountable","Too much time",0.61098299671861
201801071546,"Postgraduate","New England","Moderate","Woman","Black","Accountable","Too little time",1.38360500601402
201801071569,"Postgraduate","New England","Moderate","Woman","White","Accountable","Too little time",0.760923890338588
201801071576,"Associate's Degree","New England","Moderate","Woman","White","Accountable","About the right amount",0.395241802281471
201801071600,"Postgraduate","New England","Liberal","Man","White","Accountable","About the right amount",0.296426729226583
201801071618,"College graduate","New England","Very Liberal","Other","White","Punish","Too much time",1.3072416926696
201801071658,"Postgraduate","New England","Very Conservative","Woman","White",NA,"Too little time",1.12465160353025
201801071708,"College graduate","New England","Liberal","Woman","White","Accountable","About the right amount",0.516658538821404
201801071740,"High School Graduate","New England","Liberal","Woman","Hispanic","Punish","About the right amount",2.36910506088952
201801071802,"High School Graduate","New England","Liberal","Man","White","Accountable","About the right amount",2.25617101240515
201801071854,"Associate's Degree","New England","Conservative","Woman","White",NA,"Too little time",0.95721631565372
201801071858,"Postgraduate","New England","Conservative","Woman","White",NA,"About the right amount",0.575526687950138
201801071964,"College graduate","New England","Moderate","Woman","White","Accountable","About the right amount",1.17335574188983
201801071968,"Some College","New England","Very Conservative","Man","Refused","Accountable","Too little time",0.887542015962944
201801072043,"College graduate","New England","Moderate","Other","White","Accountable","Too much time",0.512826121246975
201801072056,"Some College","New England","Liberal","Man","White","Accountable","Too much time",0.714762840211548
201801072110,"Some College","New England","Very Liberal","Man","White","Accountable","Too little time",0.760321330588637
201801072212,"Postgraduate","New England","Liberal","Woman","White","Accountable","Too much time",0.644513965413508
201801072218,"Postgraduate","New England","Liberal","Man","White","Accountable","About the right amount",0.658600194208156
201801072223,"Associate's Degree","New England","Moderate","Man","White","Accountable","About the right amount",0.312424103666662
201801072273,"College graduate","New England","Very Conservative","Man","White","Accountable","Too little time",0.742073314508808
201801072282,"Postgraduate","New England","Liberal","Woman","Hispanic","Accountable","Too much time",0.326661202978423
201801072594,"Postgraduate","New England","Moderate","Man","Asian","Punish","About the right amount",0.832300266480391
201801072638,"Postgraduate","New England","Very Liberal","Man","White","Accountable","Too much time",0.39515316620372
201801072663,"College graduate","New England","Moderate","Man","White","Accountable","About the right amount",0.782717380819026
201801072665,"Postgraduate","New England","Moderate","Man","Asian","Accountable","About the right amount",1.42614182459777
201801072722,"Associate's Degree","New England","Liberal","Woman","White","Accountable","Too little time",0.23125145148062
201801072729,"Postgraduate","New England","Liberal","Woman","White","Accountable","About the right amount",0.563805675459824
201801072737,"College graduate","New England","Moderate","Woman","White","Punish","Too much time",0.516658538821404
201801072773,"High School Graduate","New England","Conservative","Woman","White","Accountable",NA,5.22443847230744
201801072906,"Postgraduate","New England","Moderate","Woman","White","Accountable","About the right amount",0.569097832727306
201801073107,"Postgraduate","New England","Liberal","Woman","White","Punish","Too much time",0.459492570675558
201801073242,"Postgraduate","New England","Moderate","Man","Asian","Punish","Too little time",2.4819644396441
201801073245,"Postgraduate","East South Central","Very Liberal","Woman","White","Accountable","Too much time",0.566776747118433
201801073256,"Postgraduate","New England","Conservative","Woman","Asian","Accountable","Too little time",1.5569624889085
201801073423,"Postgraduate","New England","Liberal","Woman","White","Accountable","About the right amount",1.6348040887002
201801073436,"Postgraduate","New England","Moderate","Woman","White",NA,NA,1.29915080833985
201801073543,"Postgraduate","New England","Liberal","Woman","White","Accountable","About the right amount",1.02559560888778
201801073544,"Associate's Degree","New England","Moderate","Woman","White","Accountable","About the right amount",0.539202655628955
201801073604,"Some College","New England","Moderate","Woman","Black","Punish","Too much time",1.3455653800573
201801073626,"College graduate","New England","Conservative","Woman","White","Punish","Too little time",0.846821170807472
201801073635,"High School Graduate","New England","Moderate","Woman","White","Accountable","Too little time",1.89954110943171
201801073719,"College graduate","New England","Very Conservative","Man","White","Punish","About the right amount",3.79341134150052
201801073727,"College graduate","New England","Moderate","Man","White","Accountable","Too much time",0.560933812444741
201801073730,"College graduate","New England","Conservative","Woman","White","Punish","About the right amount",0.607946138991987
201801073742,"College graduate","Middle Atlantic","Moderate","Woman","White","Punish","Too much time",0.514794248322885
201801073787,"Postgraduate","New England","Liberal","Man","White","Accountable","About the right amount",0.534153742619112
201801073812,"College graduate","New England","Liberal","Man","White","Punish","Too much time",0.422090209915587
201801073850,"Some College","New England","Moderate","Man","Asian","Accountable","Too much time",5.60640131139757
201801073873,"Postgraduate","New England","Moderate","Man","White","Accountable","Too much time",0.92576485355201
201801073934,"College graduate","New England","Liberal","Woman","White","Accountable","Too little time",2.00881488688042
201801074171,"College graduate","New England","Very Liberal","Man","White","Accountable","Too much time",1.19485302125148
201801074332,"High School Graduate","New England","Moderate","Woman","White","Accountable","About the right amount",1.01423978778621
201801074395,"Postgraduate","New England","Moderate","Man","White","Punish","Too much time",0.478306204458798
201801074456,"Postgraduate","New England","Moderate","Man","White","Punish","About the right amount",0.980793190506301
201801074535,"Postgraduate","New England","Very Liberal","Woman","White","Punish","Too much time",0.557008957704046
201801074536,"College graduate","Middle Atlantic","Liberal","Woman","White","Accountable","Too much time",1.00603701479673
201801074624,"Associate's Degree","New England","Very Conservative","Woman","White","Accountable","Too little time",0.58232352025324
201801074678,"High School Graduate","New England","Very Conservative","Woman","White","Accountable","About the right amount",1.2336060380342
201801074698,"Some College","New England","Conservative","Woman","White","Accountable","Too little time",0.853786457031984
201801074774,"Less Than High School","New England","Conservative","Man","White","Punish","About the right amount",1.39234576022544
